tag_num,sex,dob,calf_birth_weight,calf_wean_weight,wean_date,cow_weight,year,wean_age,calf_weight_gained,calf_weight_gained_per_day,weight_gained_as_perc_of_cow,weight_gained_as_perc_of_cow_per_day,id
5586,H,2018-03-12,70,592,2018-10-23,1511,2018,225,522,2.32,0.3454665784248842,0.0015354070152217075,5586_2018
3071,S,2018-03-13,88,714,2018-10-23,1525,2018,224,626,2.794642857142857,0.4104918032786885,0.0018325526932084309,3071_2018
3053,S,2018-03-13,67,684,2018-10-23,1465,2018,224,617,2.7544642857142856,0.421160409556314,0.0018801803998049732,3053_2018
4642,S,2018-03-13,92,770,2018-10-23,1490,2018,224,678,3.0267857142857144,0.45503355704697984,0.0020313998082454455,4642_2018
5120,S,2018-03-14,72,564,2018-10-23,1125,2018,223,492,2.2062780269058297,0.43733333333333335,0.001961136023916293,5120_2018
4101,H,2018-03-16,74,662,2018-10-23,1398,2018,221,588,2.660633484162896,0.4206008583690987,0.0019031713048375508,4101_2018
4429,S,2018-03-16,76,652,2018-10-23,1445,2018,221,576,2.6063348416289593,0.3986159169550173,0.0018036919319231552,4429_2018
1015,S,2018-03-16,76,NA,2018-10-23,NA,2018,221,NA,NA,NA,NA,1015_2018
8419,S,2018-03-17,90,630,2018-10-23,1525,2018,220,540,2.4545454545454546,0.3540983606557377,0.001609538002980626,8419_2018
3072,H,2018-03-17,68,604,2018-10-23,1420,2018,220,536,2.4363636363636365,0.37746478873239436,0.0017157490396927017,3072_2018
3043,S,2018-03-17,87,682,2018-10-23,1515,2018,220,595,2.7045454545454546,0.3927392739273927,0.001785178517851785,3043_2018
5021,H,2018-03-17,70,678,2018-10-23,1165,2018,220,608,2.7636363636363637,0.5218884120171674,0.002372220054623488,5021_2018
9366,S,2018-03-18,90,584,2018-10-23,1630,2018,219,494,2.2557077625570776,0.3030674846625767,0.0013838697929798023,9366_2018
8306,S,2018-03-18,84,734,2018-10-23,1515,2018,219,650,2.9680365296803655,0.429042904290429,0.001959100019591,8306_2018
405,S,2018-03-19,62,670,2018-10-23,1425,2018,218,608,2.7889908256880735,0.4266666666666667,0.0019571865443425078,405_2018
405,S,2018-03-19,60,670,2018-10-23,1425,2018,218,610,2.7981651376146788,0.4280701754385965,0.001963624657975213,405_2018
9400,S,2018-03-20,68,548,2018-10-23,1450,2018,217,480,2.2119815668202767,0.3310344827586207,0.00152550452884157,9400_2018
B864,S,2018-03-20,80,608,2018-10-23,1576,2018,217,528,2.4331797235023043,0.3350253807106599,0.001543895763643594,B864_2018
4332,S,2018-03-21,84,696,2018-10-23,1805,2018,216,612,2.8333333333333335,0.33905817174515235,0.001569713758079409,4332_2018
9112,S,2018-03-22,80,614,2018-10-23,1210,2018,215,534,2.483720930232558,0.4413223140495868,0.0020526619258120315,9112_2018
5136 HA,H,2018-03-23,66,552,2018-10-23,1150,2018,214,486,2.2710280373831777,0.4226086956521739,0.00197480698902885,5136 HA_2018
8261,H,2018-03-23,84,586,2018-10-23,NA,2018,214,502,2.3457943925233646,NA,NA,8261_2018
4446,H,2018-03-24,68,560,2018-10-23,1420,2018,213,492,2.3098591549295775,0.3464788732394366,0.0016266613767109699,4446_2018
5330,H,2018-03-24,80,608,2018-10-23,1480,2018,213,528,2.4788732394366195,0.3567567567567568,0.0016749143509706891,5330_2018
6171,H,2018-03-25,70,504,2018-10-23,1260,2018,212,434,2.047169811320755,0.34444444444444444,0.0016247379454926625,6171_2018
6167 DD,B,2018-03-28,60,NA,2018-10-23,NA,2018,209,NA,NA,NA,NA,6167 DD_2018
6148,H,2018-03-28,54,447,2018-10-23,858,2018,209,393,1.8803827751196172,0.458041958041958,0.0021915883159902296,6148_2018
4098,H,2018-03-29,70,632,2018-10-23,1355,2018,208,562,2.701923076923077,0.414760147601476,0.001994039171160942,4098_2018
5570,S,2018-03-31,78,NA,2018-10-23,NA,2018,206,NA,NA,NA,NA,5570_2018
9494,B,2018-04-01,76,NA,2018-10-23,NA,2018,205,NA,NA,NA,NA,9494_2018
4113,H,2018-04-03,84,608,2018-10-23,1260,2018,203,524,2.58128078817734,0.4158730158730159,0.0020486355461724923,4113_2018
2027,H,2018-04-05,82,578,2018-10-23,1400,2018,201,496,2.4676616915422884,0.35428571428571426,0.0017626154939587775,2027_2018
6126,B,2018-04-18,71,436,2018-10-23,850,2018,188,365,1.9414893617021276,0.4294117647058823,0.0022841051314142677,6126_2018
6179,B,2018-04-24,75,NA,2018-10-23,NA,2018,182,NA,NA,NA,NA,6179_2018
6183,H,2018-04-30,68,354,2018-10-23,NA,2018,176,286,1.625,NA,NA,6183_2018
9263,H,2018-05-13,NA,397,2018-10-23,1535,2018,163,NA,NA,NA,NA,9263_2018
3045,H,NA,NA,534,2018-10-23,1480,2018,NA,NA,NA,NA,NA,3045_2018
405,B,2017-03-14,83,718,2017-10-20,1480,2017,220,635,2.8863636363636362,0.42905405405405406,0.0019502457002457002,405_2017
501,H,2017-03-22,55,540,2017-10-20,1025,2017,212,485,2.2877358490566038,0.47317073170731705,0.0022319374137137597,501_2017
502,H,2017-04-16,58,478,2017-10-20,1095,2017,187,420,2.2459893048128343,0.3835616438356164,0.0020511317852172,502_2017
503,B,2017-03-10,73,608,2017-10-20,NA,2017,224,535,2.388392857142857,NA,NA,503_2017
504,B,2017-03-01,60,476,2017-10-20,1115,2017,233,416,1.7854077253218885,0.37309417040358744,0.0016012625339209762,504_2017
506,R,2017-03-08,60,576,2017-10-20,NA,2017,226,516,2.2831858407079646,NA,NA,506_2017
507,H,2017-03-24,56,514,2017-10-20,1130,2017,210,458,2.1809523809523808,0.40530973451327434,0.0019300463548251158,507_2017
510,H,2017-02-27,61,512,2017-10-20,1015,2017,235,451,1.9191489361702128,0.44433497536945815,0.0018907871292317368,510_2017
511,B,2017-03-01,63,582,2017-10-20,NA,2017,233,519,2.227467811158798,NA,NA,511_2017
512,S,2017-03-24,64,453,2017-10-20,1285,2017,210,389,1.8523809523809525,0.3027237354085603,0.0014415415971836204,512_2017
513,H,2017-02-21,56,NA,2017-10-20,NA,2017,241,NA,NA,NA,NA,513_2017
1003,H,2017-03-20,71,510,2017-10-20,1580,2017,214,439,2.0514018691588785,0.27784810126582277,0.0012983556133916952,1003_2017
1006,S,2017-03-30,65,592,2017-10-20,1365,2017,204,527,2.5833333333333335,0.3860805860805861,0.0018925518925518926,1006_2017
1008,S,2017-03-29,71,690,2017-10-20,1430,2017,205,619,3.0195121951219512,0.43286713286713285,0.00211154698959577,1008_2017
1011,S,2017-04-05,76,664,2017-10-20,1460,2017,198,588,2.9696969696969697,0.40273972602739727,0.0020340390203403905,1011_2017
1015,R,2017-03-14,65,522,2017-10-20,1170,2017,220,457,2.077272727272727,0.3905982905982906,0.0017754467754467756,1015_2017
2023,S,2017-03-25,77,568,2017-10-20,1655,2017,209,491,2.349282296650718,0.29667673716012083,0.0014195059194264154,2023_2017
2025,S,2017-04-02,80,612,2017-10-20,1445,2017,201,532,2.646766169154229,0.3681660899653979,0.0018316720893800892,2025_2017
2027,R,2017-03-14,61,630,2017-10-20,1310,2017,220,569,2.5863636363636364,0.43435114503816796,0.001974323386537127,2027_2017
2028,R,2017-03-26,51,566,2017-10-20,1360,2017,208,515,2.4759615384615383,0.3786764705882353,0.0018205599547511313,2028_2017
2031,S,2017-04-24,75,464,2017-10-20,1450,2017,179,389,2.1731843575418996,0.26827586206896553,0.001498747832787517,2031_2017
2032,H,2017-03-20,60,622,2017-10-20,1495,2017,214,562,2.6261682242990654,0.3759197324414716,0.0017566342637451943,2032_2017
3035,B,2017-03-03,65,630,2017-10-20,NA,2017,231,565,2.445887445887446,NA,NA,3035_2017
3036,H,2017-03-15,61,526,2017-10-20,1455,2017,219,465,2.1232876712328768,0.31958762886597936,0.001459304241397166,3036_2017
3037,H,2017-03-06,72,578,2017-10-20,1570,2017,228,506,2.219298245614035,0.32229299363057323,0.001413565761537602,3037_2017
3038,S,2017-03-23,72,608,2017-10-20,1485,2017,211,536,2.5402843601895735,0.36094276094276095,0.0017106291987808576,3038_2017
3040,S,2017-04-22,77,575,2017-10-20,1365,2017,181,498,2.751381215469613,0.3648351648351648,0.002015663894116933,3040_2017
3041,H,2017-03-29,58,540,2017-10-20,1615,2017,205,482,2.351219512195122,0.29845201238390096,0.0014558634750434193,3041_2017
3043,B,2017-03-07,71,602,2017-10-20,1500,2017,227,531,2.33920704845815,0.354,0.0015594713656387664,3043_2017
3044,H,2017-01-31,NA,NA,2017-10-20,NA,2017,262,NA,NA,NA,NA,3044_2017
3045,R,2017-04-15,72,600,2017-10-20,1395,2017,188,528,2.8085106382978724,0.37849462365591396,0.0020132692747654997,3045_2017
3047,B,2017-03-09,83,644,2017-10-20,1475,2017,225,561,2.493333333333333,0.38033898305084746,0.0016903954802259887,3047_2017
3048,B,2017-03-08,83,778,2017-10-20,1610,2017,226,695,3.075221238938053,0.43167701863354035,0.0019100753036882317,3048_2017
3053,H,2017-04-08,67,558,2017-10-20,1490,2017,195,491,2.517948717948718,0.3295302013422819,0.0016898984684219583,3053_2017
3054,H,2017-03-23,54,548,2017-10-20,1305,2017,211,494,2.3412322274881516,0.378544061302682,0.0017940476838989668,3054_2017
3057,NA,NA,NA,NA,2017-10-20,NA,2017,NA,NA,NA,NA,NA,3057_2017
3058,R,2017-03-25,58,572,2017-10-20,1420,2017,209,514,2.45933014354067,0.3619718309859155,0.0017319226362962465,3058_2017
3060,NA,2016-12-31,NA,NA,2017-10-20,NA,2017,293,NA,NA,NA,NA,3060_2017
3061,B,2017-03-09,71,664,2017-10-20,NA,2017,225,593,2.6355555555555554,NA,NA,3061_2017
3063,S,2017-03-22,73,471,2017-10-20,NA,2017,212,398,1.8773584905660377,NA,NA,3063_2017
3065,R,2017-03-29,56,564,2017-10-20,1250,2017,205,508,2.478048780487805,0.4064,0.0019824390243902436,3065_2017
3066,H,2017-03-20,51,546,2017-10-20,1230,2017,214,495,2.3130841121495327,0.4024390243902439,0.0018805561887394577,3066_2017
3067,R,2017-03-03,65,626,2017-10-20,1485,2017,231,561,2.4285714285714284,0.37777777777777777,0.0016354016354016353,3067_2017
3070,S,2017-03-30,71,598,2017-10-20,1245,2017,204,527,2.5833333333333335,0.42329317269076305,0.002074966532797858,3070_2017
3071,R,2017-03-06,66,622,2017-10-20,1475,2017,228,556,2.43859649122807,0.3769491525423729,0.0016532857567647934,3071_2017
3072,S,2017-05-01,76,458,2017-10-20,1375,2017,172,382,2.2209302325581395,0.2778181818181818,0.0016152219873150104,3072_2017
3073,B,2017-03-04,71,710,2017-10-20,NA,2017,230,639,2.7782608695652176,NA,NA,3073_2017
3827,NA,NA,NA,NA,2017-10-20,NA,2017,NA,NA,NA,NA,NA,3827_2017
4022,S,2017-03-01,64,612,2017-10-20,1195,2017,233,548,2.351931330472103,0.4585774058577406,0.0019681433727800025,4022_2017
4095,R,2017-03-01,65,550,2017-10-20,1285,2017,233,485,2.0815450643776825,0.377431906614786,0.0016198794275312702,4095_2017
4097,B,2017-03-01,65,668,2017-10-20,1270,2017,233,603,2.587982832618026,0.4748031496062992,0.0020377817579669494,4097_2017
4098,S,2017-03-30,69,590,2017-10-20,1190,2017,204,521,2.553921568627451,0.43781512605042017,0.00214615257867853,4098_2017
4099,H,2017-04-24,56,490,2017-10-20,1385,2017,179,434,2.4245810055865924,0.3133574007220217,0.0017506000040336406,4099_2017
4100,S,2017-03-31,71,NA,2017-10-20,1255,2017,203,NA,NA,NA,NA,4100_2017
4101,R,2017-02-24,67,652,2017-10-20,1250,2017,238,585,2.457983193277311,0.468,0.001966386554621849,4101_2017
4102,R,2017-03-04,56,610,2017-10-20,1105,2017,230,554,2.408695652173913,0.5013574660633484,0.0021798150698406453,4102_2017
4103,S,2017-04-29,83,478,2017-10-20,1305,2017,174,395,2.2701149425287355,0.30268199233716475,0.001739551680098648,4103_2017
4106,R,2017-02-19,71,636,2017-10-20,1335,2017,243,565,2.325102880658436,0.4232209737827715,0.0017416500978714878,4106_2017
4107,H,2017-03-27,72,473,2017-10-20,1345,2017,207,401,1.9371980676328502,0.29814126394052043,0.0014402959610653162,4107_2017
4111,R,2017-03-07,69,600,2017-10-20,1240,2017,227,531,2.33920704845815,0.4282258064516129,0.001886457297143669,4111_2017
4112,S,2017-03-23,72,582,2017-10-20,1455,2017,211,510,2.4170616113744074,0.35051546391752575,0.0016612107294669467,4112_2017
4113,R,2017-02-26,65,570,2017-10-20,1110,2017,236,505,2.139830508474576,0.45495495495495497,0.0019277752328599788,4113_2017
4114,S,2017-03-17,72,554,2017-10-20,1160,2017,217,482,2.2211981566820276,0.41551724137931034,0.001914825997139679,4114_2017
4115,B,2017-02-27,102,694,2017-10-20,1240,2017,235,592,2.519148936170213,0.4774193548387097,0.0020315717227179135,4115_2017
4116,H,2017-03-09,57,504,2017-10-20,1275,2017,225,447,1.9866666666666666,0.35058823529411764,0.0015581699346405228,4116_2017
4119,S,2017-03-07,77,630,2017-10-20,NA,2017,227,553,2.436123348017621,NA,NA,4119_2017
4232,S,2017-03-21,67,622,2017-10-20,1405,2017,213,555,2.6056338028169015,0.39501779359430605,0.0018545436318981505,4232_2017
4332,H,2017-03-13,67,668,2017-10-20,1805,2017,221,601,2.7194570135746607,0.3329639889196676,0.0015066243842518897,4332_2017
4429,R,2017-03-17,63,538,2017-10-20,1370,2017,217,475,2.1889400921658986,0.3467153284671533,0.0015977664906320428,4429_2017
4434,S,2017-02-22,71,626,2017-10-20,1390,2017,240,555,2.3125,0.39928057553956836,0.0016636690647482016,4434_2017
4439,B,2017-02-20,85,714,2017-10-20,1545,2017,242,629,2.5991735537190084,0.4071197411003236,0.0016823129797534035,4439_2017
4446,S,2017-03-22,70,546,2017-10-20,1355,2017,212,476,2.2452830188679247,0.35129151291512917,0.0016570354382789113,4446_2017
4642,H,2017-03-03,63,584,2017-10-20,1410,2017,231,521,2.2554112554112553,0.36950354609929076,0.0015995824506462803,4642_2017
4678,H,2017-04-01,65,506,2017-10-20,1290,2017,202,441,2.1831683168316833,0.34186046511627904,0.0016923785401795992,4678_2017
4708,R,2017-02-26,62,586,2017-10-20,1235,2017,236,524,2.2203389830508473,0.4242914979757085,0.0017978453304055445,4708_2017
5005,S,2017-03-01,76,598,2017-10-20,1225,2017,233,522,2.240343347639485,0.42612244897959184,0.0018288517123587632,5005_2017
5021,S,2017-02-27,65,568,2017-10-20,1090,2017,235,503,2.1404255319148935,0.4614678899082569,0.001963693148545774,5021_2017
5067,R,2017-02-13,79,668,2017-10-20,1200,2017,249,589,2.3654618473895583,0.49083333333333334,0.001971218206157965,5067_2017
5120,R,2017-02-01,60,598,2017-10-20,972,2017,261,538,2.0613026819923372,0.5534979423868313,0.0021206817715970546,5120_2017
5122,H,2017-02-27,67,592,2017-10-20,1135,2017,235,525,2.234042553191489,0.46255506607929514,0.0019683194301246603,5122_2017
5123,H,2017-03-04,67,NA,2017-10-20,NA,2017,230,NA,NA,NA,NA,5123_2017
5124,R,2017-02-05,68,580,2017-10-20,1180,2017,257,512,1.9922178988326849,0.43389830508474575,0.0016883202532480379,5124_2017
5125,B,2017-02-10,68,708,2017-10-20,1155,2017,252,640,2.5396825396825395,0.5541125541125541,0.0021988593417164846,5125_2017
5126,H,2017-03-03,71,558,2017-10-20,1250,2017,231,487,2.1082251082251084,0.3896,0.0016865800865800867,5126_2017
5127,NA,NA,NA,NA,2017-10-20,NA,2017,NA,NA,NA,NA,NA,5127_2017
5128,B,2017-03-21,NA,NA,2017-10-20,NA,2017,213,NA,NA,NA,NA,5128_2017
5129,R,2017-02-11,67,644,2017-10-20,1115,2017,251,577,2.298804780876494,0.5174887892376682,0.0020617083236560483,5129_2017
5131,H,2017-02-26,78,594,2017-10-20,NA,2017,236,516,2.1864406779661016,NA,NA,5131_2017
5132,B,2017-02-04,89,840,2017-10-20,1465,2017,258,751,2.9108527131782944,0.5126279863481229,0.001986930179643887,5132_2017
5133,S,2017-01-27,93,700,2017-10-20,1145,2017,266,607,2.281954887218045,0.5301310043668123,0.001992973700627114,5133_2017
5136,S,2017-03-04,65,590,2017-10-20,NA,2017,230,525,2.282608695652174,NA,NA,5136_2017
5136,S,2017-03-04,83,610,2017-10-20,NA,2017,230,527,2.291304347826087,NA,NA,5136_2017
5137,S,2017-03-14,75,596,2017-10-20,1345,2017,220,521,2.368181818181818,0.387360594795539,0.0017607299763433592,5137_2017
5138,H,2017-02-14,72,NA,2017-10-20,NA,2017,248,NA,NA,NA,NA,5138_2017
5139,B,2017-02-07,NA,NA,2017-10-20,NA,2017,255,NA,NA,NA,NA,5139_2017
5140,R,2017-01-27,56,644,2017-10-20,1015,2017,266,588,2.210526315789474,0.5793103448275863,0.002177858439201452,5140_2017
5141,B,2017-01-31,82,718,2017-10-20,1085,2017,262,636,2.427480916030534,0.5861751152073733,0.0022373096000281424,5141_2017
5142,H,2017-03-12,61,490,2017-10-20,1110,2017,222,429,1.9324324324324325,0.3864864864864865,0.0017409301193084977,5142_2017
5145,B,2017-02-05,89,750,2017-10-20,NA,2017,257,661,2.5719844357976656,NA,NA,5145_2017
5146,NA,2016-12-22,NA,NA,2017-10-20,NA,2017,302,NA,NA,NA,NA,5146_2017
5147,S,2017-02-23,61,NA,2017-10-20,1210,2017,239,NA,NA,NA,NA,5147_2017
5148,S,2017-01-28,89,NA,2017-10-20,1210,2017,265,NA,NA,NA,NA,5148_2017
5150,S,2017-02-25,89,630,2017-10-20,1080,2017,237,541,2.282700421940928,0.5009259259259259,0.0021136115017971555,5150_2017
5151,H,2017-02-24,83,580,2017-10-20,1050,2017,238,497,2.088235294117647,0.47333333333333333,0.001988795518207283,5151_2017
5155,H,2017-02-24,78,532,2017-10-20,1140,2017,238,454,1.9075630252100841,0.39824561403508774,0.0016733008993070914,5155_2017
5200,S,2017-02-11,85,612,2017-10-20,1260,2017,251,527,2.099601593625498,0.41825396825396827,0.0016663504711313477,5200_2017
5214,S,2017-02-08,94,674,2017-10-20,1180,2017,254,580,2.283464566929134,0.4915254237288136,0.001935139463499266,5214_2017
5291,B,2017-02-06,76,768,2017-10-20,1195,2017,256,692,2.703125,0.5790794979079498,0.002262029288702929,5291_2017
5330,B,2017-02-08,97,744,2017-10-20,1285,2017,254,647,2.547244094488189,0.5035019455252918,0.001982291124115322,5330_2017
5367,NA,2016-12-23,NA,NA,2017-10-20,NA,2017,301,NA,NA,NA,NA,5367_2017
5386,S,2017-02-16,77,652,2017-10-20,1250,2017,246,575,2.33739837398374,0.46,0.0018699186991869919,5386_2017
5417,R,2017-02-07,71,636,2017-10-20,1125,2017,255,565,2.215686274509804,0.5022222222222222,0.001969498910675381,5417_2017
5430,B,2017-02-02,63,626,2017-10-20,1180,2017,260,563,2.1653846153846152,0.47711864406779664,0.001835071707953064,5430_2017
5438,H,2017-02-16,58,538,2017-10-20,1165,2017,246,480,1.951219512195122,0.41201716738197425,0.001674866534073066,5438_2017
5570,S,2017-05-10,83,454,2017-10-20,1580,2017,163,371,2.276073619631902,0.23481012658227848,0.0014405529238176594,5570_2017
5586,H,2017-03-15,51,506,2017-10-20,1590,2017,219,455,2.077625570776256,0.2861635220125786,0.0013066827489158842,5586_2017
6527,R,2017-03-21,65,634,2017-10-20,1415,2017,213,569,2.671361502347418,0.4021201413427562,0.001887887987524677,6527_2017
6884,B,2017-03-16,76,698,2017-10-20,1410,2017,218,622,2.853211009174312,0.44113475177304967,0.002023553907215824,6884_2017
7326,R,2017-03-07,72,630,2017-10-20,1530,2017,227,558,2.458149779735683,0.36470588235294116,0.0016066338429644984,7326_2017
8119,H,2017-03-22,73,NA,2017-10-20,NA,2017,212,NA,NA,NA,NA,8119_2017
8261,H,2017-03-11,70,622,2017-10-20,1565,2017,223,552,2.475336322869955,0.3527156549520767,0.001581684551354604,8261_2017
8306,B,2017-03-12,69,682,2017-10-20,1600,2017,222,613,2.7612612612612613,0.383125,0.0017257882882882882,8306_2017
8419,S,2017-03-27,65,606,2017-10-20,1615,2017,207,541,2.6135265700483092,0.334984520123839,0.0016182827059122657,8419_2017
9065,B,2017-03-24,59,654,2017-10-20,1445,2017,210,595,2.8333333333333335,0.4117647058823529,0.00196078431372549,9065_2017
9106,S,2017-04-04,85,592,2017-10-20,1845,2017,199,507,2.5477386934673367,0.27479674796747966,0.0013808881807411038,9106_2017
9112,H,2017-03-21,50,491,2017-10-20,1285,2017,213,441,2.0704225352112675,0.3431906614785992,0.001611223762810325,9112_2017
9263,S,2017-02-14,68,658,2017-10-20,1545,2017,248,590,2.379032258064516,0.3818770226537217,0.0015398267042488777,9263_2017
9366,S,2017-03-18,83,606,2017-10-20,1600,2017,216,523,2.4212962962962963,0.326875,0.0015133101851851852,9366_2017
9400,S,2017-03-22,70,600,2017-10-20,1420,2017,212,530,2.5,0.3732394366197183,0.0017605633802816902,9400_2017
9448,S,2017-03-11,75,656,2017-10-20,1460,2017,223,581,2.6053811659192827,0.39794520547945206,0.0017845076478899195,9448_2017
9494,H,2017-03-13,65,518,2017-10-20,1550,2017,221,453,2.0497737556561084,0.292258064516129,0.001322434681068457,9494_2017
9506,S,2017-03-18,73,586,2017-10-20,1410,2017,216,513,2.375,0.3638297872340426,0.0016843971631205674,9506_2017
9613,B,2017-03-21,70,654,2017-10-20,1310,2017,213,584,2.7417840375586855,0.44580152671755724,0.0020929649141669354,9613_2017
9642,S,2017-03-21,65,560,2017-10-20,NA,2017,213,495,2.323943661971831,NA,NA,9642_2017
5135 C,H,2017-03-10,60,542,2017-10-20,1215,2017,224,482,2.1517857142857144,0.39670781893004115,0.0017710170487948266,5135 C_2017
5144 C,H,2017-02-24,65,584,2017-10-20,1180,2017,238,519,2.180672268907563,0.4398305084745763,0.001848027346531833,5144 C_2017
5149 C,S,2017-03-12,83,604,2017-10-20,1140,2017,222,521,2.3468468468468466,0.4570175438596491,0.0020586375849533742,5149 C_2017
B264,R,2017-03-03,63,706,2017-10-20,1330,2017,231,643,2.7835497835497836,0.48345864661654137,0.0020928945740975816,B264_2017
B864,B,2017-02-20,82,754,2017-10-20,1430,2017,242,672,2.7768595041322315,0.4699300699300699,0.0019418597930994624,B864_2017
